id,title,note,excerpt,url,tags,created,cover,highlights,favorite
1705824724,The Cognitive Cost of Dashboard Design: Data Visualisation is a Neuroscience Problem,,"When we think of user experience and the user interface design, these are things that are curated for the efficient placement of fingers…",https://browserlondon.medium.com/the-cognitive-cost-of-dashboard-design-data-visualisation-is-a-neuroscience-problem-a71f95cdc9b4,"cognitive load, neuroscience, anticipatory design, decision making",2026-05-04T11:29:43.315Z,https://miro.medium.com/v2/resize:fit:1200/0*hbO3HdKwIwOaSW-Z.jpg,,false
1653164027,"Link in bio tool: Everything you are, in one simple link | Linktree",,"Join 25M+ people and link to everything you create, share and sell online. All from the one bio link.",https://linktr.ee/,,2026-03-22T10:30:33.389Z,https://api.blog.production.linktr.ee/wp-content/uploads/2022/06/Avatar-Symbol-Canopy.png,,false
1653163864,Designing memorable dashboards,,"Designing memorable dashboards How to leverage emotional design in your process. Have you ever thought about why some analytics dashboards are just so appealing and easy to use, while others make you …",https://uxdesign.cc/designing-memorable-dashboards-4a4fc2d829a4,,2026-03-22T10:29:52.586Z,https://miro.medium.com/1*NpjwQbGCApP9hdozIETZZw.jpeg,,false
1592253889,From Data To Decisions: UX Strategies For Real-Time Dashboards — Smashing Magazine,,"Real-time dashboards are decision assistants, not passive displays. In environments like fleet management, healthcare, and operations, the cost of a delay or misstep is high. Karan Rawal explores strategic UX patterns that shorten time-to-decision, reduce cognitive overload, and make live systems trustworthy.",https://www.smashingmagazine.com/2025/09/ux-strategies-real-time-dashboards/,,2026-02-10T10:25:56.821Z,https://files.smashing.media/articles/ux-strategies-real-time-dashboards/ux-strategies-real-time-dashboards.jpg,,false
1445860478,Dashboards: UX recommendations when creating data pages,,"Dashboards: UX recommendations when creating data pages In the information age we live in, where there is an endless flow of data, analytics, and metrics, it is essential that the information we …",https://uxtbe.medium.com/dashboards-ux-recommendations-when-creating-data-pages-98d8bb86c438,,2025-11-23T14:59:59.578Z,https://miro.medium.com/1*LLXmtmfQH8Uapl1wtEF0dw.jpeg,,false
1445804784,How to Create Clean and User-Friendly Dashboards,,How to Create Clean and User-Friendly Dashboards Creating a clean and user-friendly dashboard is an art that blends data visualization best practices with fundamental UX/UI design principles. It’s …,https://rosalie24.medium.com/how-to-create-clean-and-user-friendly-dashboards-895e387fb64c,"simplicity, intuitive",2025-11-23T14:28:58.631Z,https://miro.medium.com/1*-NXworfo1L01vyGcPad-nQ.jpeg,,false
1445799674,Best Practices for Admin Dashboard Design: A Designer’s Guide,,"Best Practices for Admin Dashboard Design: A Designer’s Guide An admin dashboard design serves as the control center for managing and analyzing data, monitoring activities, and making informed …",https://rosalie24.medium.com/best-practices-for-admin-dashboard-design-a-designers-guide-3854e8349157,,2025-11-23T14:26:26.296Z,https://miro.medium.com/0*0bZX4A5gyy2UDtbS.jpg,,false
1412831586,I Turned a Complex Dashboard into a Seamless Mobile Experience — Here’s What I Learned,,I Turned a Complex Dashboard into a Seamless Mobile Experience — Here’s What I Learned Every designer loves dashboards — until we have to make them responsive. What starts as a beautiful …,https://medium.muz.li/i-turned-a-complex-dashboard-into-a-seamless-mobile-experience-heres-what-i-learned-0bb244db64cd,"mobile, responsive",2025-10-29T01:51:16.303Z,https://miro.medium.com/0*pG4JSspQJpS9mdjt,,false
1410314934,6 important UX considerations in a dashboard design!,,"6 important UX considerations in a dashboard design! As data becomes the new fuel, almost every business becomes significantly dependent on a dashboard. Dashboards are used across industries to …",https://medium.com/quick-design/6-important-ux-considerations-in-a-dashboard-design-cc14a0a32e4a,,2025-10-26T12:33:51.755Z,https://miro.medium.com/0*4mO139z90VYxAWX2,,false
1408752449,20 Best Dashboard UI/UX Design Principles You Need in 2025,,Understand the dashboard UI/UX design principles for 2025.,https://medium.com/@allclonescript/20-best-dashboard-ui-ux-design-principles-you-need-in-2025-30b661f2f795,,2025-10-25T13:23:50.223Z,https://miro.medium.com/v2/resize:fit:1200/1*KELPVgyyYGACSfduyZcYlQ.png,,false
1408642596,How to make a dashboard look cool (and still safe): 10 techniques,,"How to make a dashboard look cool (and still safe): 10 techniques What if your client or stakeholder asks to make the dashboard you prepared to be more eye-catching, beautiful, or just cool? They are …",https://martynas-mjdc.medium.com/how-to-make-a-dashboard-look-cool-and-still-safe-10-techniques-1c94fb312070,,2025-10-25T09:47:28.743Z,https://miro.medium.com/0*mMyBGXQsXU2-A7Dv.png,,false
1408638858,When cool design breaks a dashboard. 8 techniques to avoid.,,When cool design breaks a dashboard. 8 techniques to avoid. It was painful to do an investigation for this article — I entered “beautiful dashboard” in Google and my eyes started burning — so …,https://martynas-mjdc.medium.com/when-cool-design-breaks-a-dashboard-8-techniques-to-avoid-3daabc89996d,,2025-10-25T09:40:21.340Z,https://miro.medium.com/0*R1wJwdc6zBvmpyyP.png,,false
1408333576,Designing dashboards that actually work,,"Designing dashboards that actually work Simple UX principles for creating data visualizations If you ever feel like data is trying to drown you, trust me, you’re not alone. These days …",https://medium.com/design-bootcamp/designing-dashboards-that-actually-work-55ddb467b1b9,,2025-10-25T04:15:49.938Z,https://miro.medium.com/1*XhYmsGN0cnfiKpiz3CYRCA.jpeg,,false
1283674642,How to Structure your Dashboard So Users Find What They Need Without Thinking?,,"Ever walked into a well-organized grocery store? You know exactly where to find the milk, bread, and produce without asking for help. The layout just makes sense. Now imagine walking into a store…",https://medium.com/@Santhanalakshmip/how-to-structure-your-dashboard-so-users-find-what-they-need-without-thinking-b971e9dc6c45,wayfinding,2025-08-04T08:40:25.644Z,https://miro.medium.com/v2/resize:fit:1200/1*HFFa9W3HgEx6f_BN0twYCw.jpeg,,false
1283674602,Dashboard Design Principles for Better Data Visualization,,"Dashboards are essential tools for turning raw numbers into meaningful insights. Whether you’re designing a product analytics dashboard, a sales tracker, or a real-time operations panel, good design…",https://medium.com/@CarlosSmith24/dashboard-design-principles-for-better-data-visualization-dfa76db8d2c1,,2025-08-04T08:40:11.913Z,https://miro.medium.com/v2/resize:fit:1200/1*0aQBwcNUui76a-uqjxagUg.jpeg,,false
1277888245,Building a modern data dashboard - Level Up Coding,,"This is the second in a short series on developing data dashboards using the latest Python-based GUI development tools, Streamlit, Gradio and Taipy. The source data set for each dashboard will be the…",https://levelup.gitconnected.com/building-a-modern-data-dashboard-579253a35ec1,,2025-08-01T05:37:29.215Z,https://miro.medium.com/v2/resize:fit:1200/1*R1Lp_7Axmf6ARksW_bfTGg.png,,false
1277888218,How to Use Data Visualization Best Practices for Building Effective Dashboards,,"In the era of a data-driven world, one must be able to visualize complex data and transform it into usable knowledge. The capacity to communicate that data in an interesting and understandable way is…",https://medium.com/@mygreatlearning/how-to-use-data-visualization-best-practices-for-building-effective-dashboards-4158262e9175,,2025-08-01T05:37:20.865Z,https://miro.medium.com/v2/da:true/resize:fit:1200/0*omAQBqSo_Kjo8Wkk,,false
1247740863,Best Practices for Admin Dashboard Design: A Designer’s Guide,,"An admin dashboard design serves as the control center for managing and analyzing data, monitoring activities, and making informed decisions. Designing an effective admin dashboard requires a…",https://medium.com/@rosalie24/best-practices-for-admin-dashboard-design-a-designers-guide-3854e8349157,admin,2025-07-14T05:35:53.201Z,https://miro.medium.com/v2/resize:fit:1200/0*0bZX4A5gyy2UDtbS.jpg,,false
1247055532,10 Grid System Mistakes Killing Your Dashboard Usability,,"At a glance, the dashboard should be easy to understand. Data symphonies, or trends and warnings organized like KPIs. However, orchestras are frequently audible through the key. This is a result of…",https://www.designsystemscollective.com/10-grid-system-mistakes-killing-your-dashboard-usability-041fade520d2,"grid, layout",2025-07-13T19:52:32.304Z,https://miro.medium.com/v2/resize:fit:1200/1*UmChVJmIiPU0MEHUa4N5Rg.png,,false
1237158790,Dashboard That Works: A Step-by-Step Guide for Startups in 2025,,"Key steps for creating a dashboard that works for your business. If you’re thinking about building a dashboard, here’s some advice that might save…",https://uxplanet.org/dashboard-that-works-a-step-by-step-guide-for-startups-in-2025-1cec1bfe7f9c,,2025-07-09T23:16:18.589Z,https://miro.medium.com/v2/da:true/resize:fit:1200/0*VnD5zH27iYm-nVoc,,false
