id,title,note,excerpt,url,tags,created,cover,highlights,favorite
622820296,Experience is in the details: analyzing the UX of streaming services,,Looking at little experience decisions that make all the difference,https://uxdesign.cc/experience-is-in-the-details-analyzing-the-netflix-ux-6aa81a8f4d2b,,2023-08-08T04:07:21.034Z,https://miro.medium.com/v2/resize:fit:1200/1*mCWbDu7KnaJ2HMFn48ipxw.jpeg,,false
621430165,Designing Enterprise Products: 6 Essential Tips for Impactful Solutions,,"Designing for Enterprise is a very exciting and rewarding process. As a product designer, you will find that B2B and SaaS products come…",https://medium.com/@anointingo/designing-enterprise-products-6-essential-tips-for-impactful-solutions-90c76918953b,,2023-08-06T07:33:22.980Z,https://miro.medium.com/v2/resize:fit:1200/1*YiDaT9mKo95p1Jhp-xgamQ.jpeg,,false
621285135,Why mHealth is Essential in Healthcare Innovation? - Designorate,,"Healthcare systems worldwide face increased challenges, including increasing costs, lack of working staff, and long waiting lists considering that healthcare expenditure consumes a large portion of the country's GDP. For example, in 2015, healthcare presented 16.8% of the United States GDP, 9.8% of the UK's GDP, and 11.5% of France's GDP. The problem is even",https://www.designorate.com/mobile-technology-in-medical-innovation/,,2023-08-05T19:26:26.792Z,https://www.designorate.com/wp-content/uploads/2019/03/mhealth_healthcare_innovation.jpg,,false
621280593,What are the principles of Good Digital Healthcare Design? - Designorate,,"The broad role of digital healthcare design is progressing rapidly, driven by the need for digital and technological solutions to address the increasing challenges facing healthcare systems worldwide. Several barriers face digital healthcare solutions, such as compliance with healthcare regulations, clinical trials, and utilisation. On top of the factors affected by these barriers is the",https://www.designorate.com/principles-of-good-digital-health-design/,,2023-08-05T19:14:08.915Z,https://www.designorate.com/wp-content/uploads/2021/04/Digital_Health_Design.jpg,,false
605918268,The UX Of Flight Searches: How We Challenged Industry Standards — Smashing Magazine,,"As of today, the world’s 50 top airlines have all agreed on the same flight search pattern. Yet the path to booking the right flight remains frustrating and confusing. Is there really only one solution? Or are they afraid to break the mold? Explore the thought experiment which turned the seemingly untouchable pattern on its head.",https://www.smashingmagazine.com/2023/07/reimagining-flight-search-ux/,,2023-07-14T01:14:02.000Z,https://files.smashing.media/articles/reimagining-flight-search-challenged-industry-norms/ux-flight-searches-challenged-industry-standards.jpg,,false
535722026,6 UX Guidelines for Video Streaming Platforms,,An outline of 6 design patterns I believe should be standard across all video streaming services.,https://bootcamp.uxdesign.cc/6-ux-guidelines-for-streaming-platforms-d315396a3178,,2023-03-14T18:33:35.842Z,https://miro.medium.com/v2/resize:fit:1200/0*A_fTPV-7wdwxzUYe,,false
533896609,UX Design for E-Commerce: Principles and Strategies,,"The articles providing general insights on design for e-commerce websites and mobile applications in business, UX and UI perspectives: tips and strategies to consider.",https://blog.tubikstudio.com/ux-design-for-e-commerce-principles-and-strategies/,,2023-03-12T12:33:08.369Z,https://blog.tubikstudio.com/wp-content/uploads/2017/04/ux-design-for-ecommerce-tubik-blog.jpg,,false
528521768,How to apply Don Norman’s principles to B2B SaaS products,,"If you have read many UX theories or even majored in UX but still get stuck when actually putting it into practice, you are not alone.",https://bootcamp.uxdesign.cc/how-to-apply-don-normans-principles-to-b2b-saas-products-736e5c44d6fc,,2023-03-02T01:48:20.428Z,https://miro.medium.com/max/1200/1*oiyXeHtpBMwWIJmhNto6yg.png,,false
527761177,Gamification in Healthcare: Best Practices and Examples for 2023,,Gamification in healthcare is applying game principles in healthcare environments to increase user engagement and improve healthy habits.,https://medium.com/@upshot-ai/gamification-in-healthcare-best-practices-and-examples-for-2023-943076e6ad07,,2023-03-01T07:14:08.516Z,https://miro.medium.com/max/1200/1*UcnspO60BoeTVbnfDDHKug.png,,false
514425514,Bank payments: slow and shallow experiences,,"In this chapter on the UX of Banking, we'll cover the experiences of domestic payments. You'll see that they're largely slow and shallow.",https://builtformars.com/case-studies/ux-banking-chapter-9,fintech,2023-02-07T08:48:05.099Z,https://builtformars.com/uploads/images/_1200x630_crop_center-center_82_none/uxofbanking9-opengraph.png?mtime=1675546884,,false
