id,title,note,excerpt,url,tags,created,cover,highlights,favorite
1729754866,Beyond conversations: natural language as interaction influencer,,"Beyond conversations: natural language as interaction influencer From chat to canvas to control panel: Understanding natural language interaction patterns For much of the history of software, users …",https://uxdesign.cc/beyond-conversations-natural-language-as-interaction-influencer-8b39ed123c39,"hci, language, natural language, conversational",2026-05-23T18:18:45.024Z,https://miro.medium.com/1*GNkosiM1Eioj63cPsN-qMg.png,,false
1729274536,AI’s text-trap: Moving towards a more interactive future,,AI’s text-trap: Moving towards a more interactive future AI assistants don’t have to communicate in paragraphs. They can communicate through interfaces. LLMs have made AI assistants a standard …,https://uxdesign.cc/ais-text-trap-moving-towards-a-more-interactive-future-7035bbc4aaa5,,2026-05-23T08:53:11.314Z,https://miro.medium.com/1*Ec6csH34-8uaTEWIkXZ6Gg.png,,false
1729070945,Why Chatbots Are Not the Future of Interfaces,,,https://wattenberger.com/thoughts/boo-chatbots/,"chatbot, hci, interaction, conversational ui, bot, natural language",2026-05-23T08:30:14.606Z,https://rdl.ink/render/https%3A%2F%2Fwattenberger.com%2Fthoughts%2Fboo-chatbots%2F,,false
1729068953,The forgotten conversation problem in AI chat,,"The forgotten conversation problem in AI chat We built a messaging-app architecture for knowledge work. The recall failure that followed is structural, not optional.* *Editor’s note: I wrote this …",https://uxdesign.cc/the-forgotten-conversation-problem-in-ai-chat-4d3d0c3ea525,"conversational, dialog, conversational design, natural language",2026-05-23T08:21:52.449Z,https://miro.medium.com/1*fVikjVpUq2jTaf8GgbjYDw.jpeg,,false
1728979840,The undo problem in AI products,,The undo problem in AI products AI products skipped designing undo and shipped branching as the retrofit. The two are not the same thing. Editor’s note: I wrote this article from firsthand …,https://uxdesign.cc/the-undo-problem-in-ai-products-c90ff080de3b,"error prevention, destructive, user control",2026-05-23T05:46:49.265Z,https://miro.medium.com/1*oLledE4mSsbtMj4lfn-x_A.jpeg,,false
1705926742,Carbon Design System,,"Carbon is IBM’s open source design system for products and digital experiences. With the IBM Design Language as its foundation, the system consists of working code, design tools and resources, human interface guidelines, and a vibrant community of contributors.",https://carbondesignsystem.com/guidelines/carbon-for-ai/,,2026-05-04T13:21:22.001Z,https://carbondesignsystem.com/ogimage.png,,false
1592253970,AI UX patterns in 2026: from assistants to decisions | Medium,,Why modern AI interfaces shift responsibility back to designers,https://nurxmedov.medium.com/ai-ux-patterns-2026-b4df555a1604,,2026-02-10T10:25:56.846Z,https://miro.medium.com/v2/resize:fit:800/1*UxTz7xr9XBHR-LCbJbmpTw.png,,false
1592253789,"Beyond chat: 8 core user intents driving AI interaction | by Taras Bakusevych | Jan, 2026 | UX Collective",,Intent-first framework you can use to design purpose-built AI experiences,https://uxdesign.cc/beyond-chat-8-core-user-intents-driving-ai-interaction-4f573685938a,,2026-02-10T10:25:56.807Z,https://miro.medium.com/v2/resize:fit:1200/1*wVI_1R4G1ZYfrCA9_NA51Q.jpeg,,false
1592253751,"Progressive Disclosure in AI-Powered Product Design | by Nick Babich | Jan, 2026 | UX Planet",,"Progressive Disclosure in AI-Powered Product Design Progressive disclosure is a well-known principle in UX design. This principle is about showing users only what they need right now, and revealing …",https://uxplanet.org/progressive-disclosure-in-ai-powered-product-design-978da0aaeb08,progressive disclosure,2026-02-10T10:25:56.802Z,https://miro.medium.com/1*0JeBTq5Y1v1hu7JuUnVq_w.png,,false
1577745646,"We need UX patterns for AI behaviour, not just UI components",,"We need UX patterns for AI behaviour, not just UI components Design principles for making AI predictable, trustworthy, and human-aware UX design isn’t just about what users see anymore. It’s …",https://medium.com/design-bootcamp/we-need-ux-patterns-for-ai-behaviour-not-just-ui-components-19a27a15dce2,,2026-02-04T19:45:10.594Z,https://miro.medium.com/1*5D0nKaeHg0JgergLGic3bw.png,,false
1554800510,How to design AI features that actually improve user experience - LogRocket Blog,,"Learn how to integrate AI into UX the right way. This guide breaks down five AI-UX design patterns, real examples, common pitfalls, and how to balance AI with core UX principles.",https://blog.logrocket.com/ux-design/ai-driven-ux-design-patterns/,,2026-01-21T09:09:58.999Z,https://blog.logrocket.com/wp-content/uploads/2026/01/How-to-design-AI-features-that-actually-improve-user-experience.png,,false
1462422932,3 new patterns for trustworthy AI customer support,,3 new patterns for trustworthy AI customer support This blog post is an update to our design patterns for AI which we shared last year. The new patterns we’ve added are: Show capabilities and …,https://medium.com/writing-by-if/3-new-patterns-for-trustworthy-ai-customer-support-cbd87ef750c6,"trust, customer experience",2025-11-30T07:36:41.341Z,https://miro.medium.com/1*bh4SYWoWq-qkVjDsMyFXXw.png,,false
1461012850,7 Design Paradigms for Human-AI Interfaces You Probably Haven’t Heard Of (But Should Care About),,"7 Design Paradigms for Human-AI Interfaces You Probably Haven’t Heard Of (But Should Care About) Why the next generation of AI tools needs transparency, memory, and human-centered control-not magic …",https://medium.com/design-bootcamp/7-design-paradigms-for-human-ai-interfaces-you-probably-havent-heard-of-but-should-care-about-7c909f2db3db,"design patterns, hci",2025-11-29T16:27:36.262Z,https://miro.medium.com/1*u7HtN8RLor6tKafMM586yA@2x.jpeg,,false
1414836768,5 “boring” UI patterns that make AI results way better | by Nurkhon | Medium,,"5 “boring” UI patterns that make AI results way better Stop forcing chat. guide the prompt. TL;DR: Luke Bennis’ Design Patterns For AI Products is a gem. I’m stealing the best bits, mixing in …",https://nurxmedov.medium.com/5-boring-ui-patterns-that-make-ai-results-way-better-bafa6c113281,,2025-10-30T04:44:18.881Z,https://miro.medium.com/1*4kGN3TNe8PqyOA7R8AAzKg.png,,false
1414836346,What Are UI Design Patterns?. User interface (UI) design patterns are… | by Designlab | Bootcamp | Medium,,User interface (UI) design patterns are reusable solutions to common design problems in user interface design.,https://medium.com/design-bootcamp/what-are-ui-design-patterns-a2f4a215fca7,,2025-10-30T04:44:18.699Z,https://miro.medium.com/v2/resize:fit:1200/1*LY4a8BmlhLvRxpIGSeJ9Ow.png,,false
1412599670,"The Unstoppable Rise of Spark ✨, as Ai’s Iconic Symbol",,"Unraveling the mystery: The allure of the magic spark symbol in Ai, loved by global brands and startups alike! ✨ discover who embraced the ""Ai spark icon"" before the boom.",https://medium.com/design-bootcamp/the-unstoppable-rise-of-spark-as-ais-iconic-symbol-ca663162cccc,,2025-10-28T18:06:27.755Z,https://miro.medium.com/1*RIEk5ortRsRB-BYwJJigKA.jpeg,,false
